amount,claim_type,days_since_policy_start,has_witnesses,prior_claims_count,description,is_fraud
11281.89,AUTO,833,1,0,"Lost expensive jewellery, no receipt, not sure when.",0
652.13,PROPERTY,395,1,0,Front-end collision when the other driver ran a red light at Main St; police report filed.,0
4501.44,AUTO,742,0,0,Backyard fence damaged by neighbour's tree falling during high winds on May 18.,0
878.32,HEALTH,1446,1,1,"Pipe burst in basement; water damage to flooring and stored items, plumber invoice attached.",0
2262.64,PROPERTY,1145,0,2,Front-end collision when the other driver ran a red light at Pine Rd; police report filed.,0
506.26,HEALTH,1477,1,1,Water damage in the kitchen ceiling from a burst pipe in the upstairs bathroom on May 18.,0
949.13,PROPERTY,500,1,0,Tree branch fell during the storm on June 24 and dented the roof above the garage.,0
919.43,AUTO,1305,0,0,"Burglary while on vacation; entry through the back window, electronics and jewellery taken, police report #PR-48974.",0
4440.65,PROPERTY,574,1,0,"Slipped on icy steps at the front entrance; sprained ankle, ER visit at Riverside Medical.",0
4026.77,LIFE,1403,0,1,"Side-swipe accident on highway; dashcam footage available, other driver's insurance contacted.",0
2384.68,HEALTH,1298,1,2,"Slipped on icy steps at the front entrance; sprained ankle, ER visit at St. Luke's.",0
468.52,HEALTH,247,1,0,"Kitchen fire started from an unattended pan, contained by smoke detector and extinguisher.",0
1323.93,AUTO,1458,1,0,"Burglary while on vacation; entry through the back window, electronics and jewellery taken, police report #PR-60627.",0
857.38,PROPERTY,911,0,0,"Kitchen fire started from an unattended pan, contained by smoke detector and extinguisher.",0
4314.24,PROPERTY,1164,1,1,Lightning strike damaged HVAC unit on July 5; technician assessment attached.,0
5873.38,PROPERTY,868,1,1,"Minor parking lot collision at Walmart; both drivers exchanged details, insurance info noted.",0
5199.85,PROPERTY,326,1,1,Lightning strike damaged HVAC unit on May 18; technician assessment attached.,0
849.61,HEALTH,1477,1,2,"Pipe burst in basement; water damage to flooring and stored items, plumber invoice attached.",0
116.8,HEALTH,169,1,0,"Kitchen fire started from an unattended pan, contained by smoke detector and extinguisher.",0
308.91,AUTO,1213,0,1,Lightning strike damaged HVAC unit on August 11; technician assessment attached.,0
7492.27,PROPERTY,314,0,0,"Pipe burst in basement; water damage to flooring and stored items, plumber invoice attached.",0
1210.45,PROPERTY,1178,1,0,Backyard fence damaged by neighbour's tree falling during high winds on July 5.,0
853.44,HEALTH,634,0,0,"Burglary while on vacation; entry through the back window, electronics and jewellery taken, police report #PR-93524.",0
9345.59,AUTO,355,1,0,"Burglary while on vacation; entry through the back window, electronics and jewellery taken, police report #PR-21087.",0
6407.09,HEALTH,355,1,0,"Pipe burst in basement; water damage to flooring and stored items, plumber invoice attached.",0
1852.79,PROPERTY,480,1,1,"Items stolen, no witnesses, cash and electronics gone.",0
1348.3,PROPERTY,1351,1,2,"Deer collision on the highway near exit 94; airbag deployed, vehicle towed.",0
1584.3,AUTO,1154,1,1,Rear-end collision at the intersection of Elm Blvd and Cedar Lane; minor whiplash and bumper damage.,0
2269.16,AUTO,1006,1,0,"Side-swipe accident on highway; dashcam footage available, other driver's insurance contacted.",0
8955.72,HEALTH,945,1,2,"Lost expensive jewellery, no receipt, not sure when.",1
2758.57,AUTO,625,0,1,"Side-swipe accident on highway; dashcam footage available, other driver's insurance contacted.",0
3736.96,LIFE,1352,0,1,Water damage in the kitchen ceiling from a burst pipe in the upstairs bathroom on April 3.,0
5821.25,HEALTH,411,0,0,"Deer collision on the highway near exit 56; airbag deployed, vehicle towed.",0
561.34,HEALTH,1414,1,1,"Lost expensive jewellery, no receipt, not sure when.",0
3846.28,AUTO,571,0,0,"Pipe burst in basement; water damage to flooring and stored items, plumber invoice attached.",0
1346.73,HEALTH,512,1,2,Tree branch fell during the storm on March 12 and dented the roof above the garage.,0
146.04,LIFE,714,1,1,"Damage occurred while alone, nobody saw, no police report.",1
215.26,HEALTH,1123,0,0,Backyard fence damaged by neighbour's tree falling during high winds on June 24.,0
653.2,AUTO,1071,1,1,"Bicycle accident; broken collarbone, treated at Riverside Medical, X-rays and follow-up scheduled.",0
3075.5,AUTO,1150,0,0,Tree branch fell during the storm on August 11 and dented the roof above the garage.,0
2025.96,LIFE,134,1,2,Water damage in the kitchen ceiling from a burst pipe in the upstairs bathroom on May 18.,0
2174.09,LIFE,242,1,0,"Lost expensive jewellery, no receipt, not sure when.",0
12720.16,AUTO,1273,0,2,Backyard fence damaged by neighbour's tree falling during high winds on April 3.,0
508.22,HEALTH,1471,0,0,Hailstorm on June 24 caused dents on the hood and cracked the windshield.,0
1759.12,AUTO,192,1,0,Water damage in the kitchen ceiling from a burst pipe in the upstairs bathroom on May 18.,0
2451.45,HEALTH,1356,0,0,Water damage in the kitchen ceiling from a burst pipe in the upstairs bathroom on May 18.,0
865.86,AUTO,394,1,0,Lightning strike damaged HVAC unit on April 3; technician assessment attached.,0
1859.99,PROPERTY,1468,1,1,"Minor parking lot collision at Home Depot; both drivers exchanged details, insurance info noted.",0
365.06,PROPERTY,1490,0,1,Lightning strike damaged HVAC unit on August 11; technician assessment attached.,0
7404.97,AUTO,955,0,0,"Slipped on icy steps at the front entrance; sprained ankle, ER visit at St. Luke's.",0
914.51,HEALTH,286,0,0,Tree branch fell during the storm on March 12 and dented the roof above the garage.,0
13785.88,AUTO,1182,1,0,Tree branch fell during the storm on March 12 and dented the roof above the garage.,0
1750.27,AUTO,152,1,0,"Pipe burst in basement; water damage to flooring and stored items, plumber invoice attached.",0
5054.6,AUTO,502,0,1,Water damage in the kitchen ceiling from a burst pipe in the upstairs bathroom on May 18.,0
1714.19,AUTO,957,1,1,"Bicycle accident; broken collarbone, treated at Mercy General, X-rays and follow-up scheduled.",0
1753.3,LIFE,102,1,0,Rear-end collision at the intersection of 5th Ave and Walnut Rd; minor whiplash and bumper damage.,0
1008.25,AUTO,590,1,2,"Pipe burst in basement; water damage to flooring and stored items, plumber invoice attached.",0
2036.78,PROPERTY,1196,0,1,Tree branch fell during the storm on April 3 and dented the roof above the garage.,0
2484.93,AUTO,138,0,1,"Bicycle accident; broken collarbone, treated at St. Luke's, X-rays and follow-up scheduled.",0
825.3,HEALTH,550,0,0,"Kitchen fire started from an unattended pan, contained by smoke detector and extinguisher.",0
1595.52,HEALTH,6,1,2,Water damage in the kitchen ceiling from a burst pipe in the upstairs bathroom on August 11.,0
982.3,PROPERTY,987,1,0,"Kitchen fire started from an unattended pan, contained by smoke detector and extinguisher.",0
18027.69,AUTO,119,0,1,"Items stolen, no witnesses, cash and electronics gone.",1
1652.87,AUTO,422,0,0,Water damage in the kitchen ceiling from a burst pipe in the upstairs bathroom on August 11.,0
8478.02,PROPERTY,784,1,0,"Kitchen fire started from an unattended pan, contained by smoke detector and extinguisher.",0
1486.79,PROPERTY,322,0,0,"Cash and gold coins stolen from home safe, exact amounts approximate.",1
2343.23,HEALTH,347,1,0,"Slipped on icy steps at the front entrance; sprained ankle, ER visit at Riverside Medical.",0
482.33,AUTO,1252,1,1,"Deer collision on the highway near exit 155; airbag deployed, vehicle towed.",0
1156.24,AUTO,1166,0,0,Car was damaged.,1
2231.74,PROPERTY,122,1,0,Tree branch fell during the storm on April 3 and dented the roof above the garage.,0
8830.83,HEALTH,1286,0,1,"Kitchen fire started from an unattended pan, contained by smoke detector and extinguisher.",0
2257.43,HEALTH,702,1,0,Hailstorm on June 24 caused dents on the hood and cracked the windshield.,0
7213.58,AUTO,218,0,1,Tree branch fell during the storm on August 11 and dented the roof above the garage.,0
3431.42,AUTO,1360,1,1,Hailstorm on August 11 caused dents on the hood and cracked the windshield.,0
9204.07,PROPERTY,506,1,1,"Slipped on icy steps at the front entrance; sprained ankle, ER visit at Mercy General.",0
1704.38,PROPERTY,489,0,1,Water damage in the kitchen ceiling from a burst pipe in the upstairs bathroom on April 3.,0
19736.45,AUTO,220,1,0,Hailstorm on August 11 caused dents on the hood and cracked the windshield.,0
1112.77,PROPERTY,1329,1,0,Front-end collision when the other driver ran a red light at Elm Blvd; police report filed.,0
840.11,HEALTH,430,1,1,"Deer collision on the highway near exit 175; airbag deployed, vehicle towed.",0
539.12,AUTO,888,0,0,"Burglary while on vacation; entry through the back window, electronics and jewellery taken, police report #PR-93638.",0
18602.01,AUTO,359,0,0,Rear-end collision at the intersection of 5th Ave and Maple Ave; minor whiplash and bumper damage.,0
4102.89,PROPERTY,1343,0,1,"Pipe burst in basement; water damage to flooring and stored items, plumber invoice attached.",0
1294.5,AUTO,1180,1,1,Water damage in the kitchen ceiling from a burst pipe in the upstairs bathroom on April 3.,0
6304.52,HEALTH,755,1,1,Lightning strike damaged HVAC unit on June 24; technician assessment attached.,0
3596.41,PROPERTY,518,0,0,"Deer collision on the highway near exit 144; airbag deployed, vehicle towed.",0
12914.78,AUTO,982,1,0,"Kitchen fire started from an unattended pan, contained by smoke detector and extinguisher.",0
384.59,PROPERTY,743,0,0,"Side-swipe accident on highway; dashcam footage available, other driver's insurance contacted.",0
1386.64,AUTO,1411,1,1,"Pipe burst in basement; water damage to flooring and stored items, plumber invoice attached.",0
1138.51,HEALTH,1011,1,0,"Lost expensive jewellery, no receipt, not sure when.",0
251.22,HEALTH,41,1,0,"Side-swipe accident on highway; dashcam footage available, other driver's insurance contacted.",0
5220.39,HEALTH,1233,1,0,Water damage in the kitchen ceiling from a burst pipe in the upstairs bathroom on July 5.,0
1379.68,HEALTH,290,0,0,Rear-end collision at the intersection of 5th Ave and Birch St; minor whiplash and bumper damage.,0
3788.14,HEALTH,452,1,1,Front-end collision when the other driver ran a red light at Pine Rd; police report filed.,0
19144.52,PROPERTY,654,1,0,Front-end collision when the other driver ran a red light at Pine Rd; police report filed.,0
1269.98,PROPERTY,314,0,0,"Fire damage, unknown cause, total loss.",1
1186.6,PROPERTY,1413,1,3,Hailstorm on April 3 caused dents on the hood and cracked the windshield.,0
2035.84,AUTO,1467,1,0,Lightning strike damaged HVAC unit on June 24; technician assessment attached.,0
4852.49,HEALTH,234,1,0,Rear-end collision at the intersection of Pine Rd and Cedar Lane; minor whiplash and bumper damage.,0
1025.86,HEALTH,480,1,1,Front-end collision when the other driver ran a red light at Pine Rd; police report filed.,0
962.02,AUTO,556,0,1,"Side-swipe accident on highway; dashcam footage available, other driver's insurance contacted.",0
5204.03,PROPERTY,1006,1,1,"House contents destroyed, fire of unknown origin, no smoke alarm activated.",0
2640.28,AUTO,897,0,1,Rear-end collision at the intersection of 5th Ave and Birch St; minor whiplash and bumper damage.,0
233.99,AUTO,1017,0,1,"Burglary while on vacation; entry through the back window, electronics and jewellery taken, police report #PR-14598.",0
530.92,AUTO,47,1,1,Lightning strike damaged HVAC unit on April 3; technician assessment attached.,0
8113.1,AUTO,771,0,0,"Burglary while on vacation; entry through the back window, electronics and jewellery taken, police report #PR-32208.",0
2702.49,AUTO,317,0,0,"Pipe burst in basement; water damage to flooring and stored items, plumber invoice attached.",0
843.71,HEALTH,343,1,0,Backyard fence damaged by neighbour's tree falling during high winds on May 18.,0
1524.76,HEALTH,1162,0,0,"Burglary while on vacation; entry through the back window, electronics and jewellery taken, police report #PR-20737.",0
1832.13,AUTO,213,1,1,Front-end collision when the other driver ran a red light at Elm Blvd; police report filed.,0
3773.41,AUTO,48,1,0,"Slipped on icy steps at the front entrance; sprained ankle, ER visit at Mercy General.",0
464.86,PROPERTY,731,1,0,"Deer collision on the highway near exit 94; airbag deployed, vehicle towed.",0
779.81,AUTO,1103,0,0,Rear-end collision at the intersection of Pine Rd and Walnut Rd; minor whiplash and bumper damage.,0
2375.48,HEALTH,766,1,0,"Kitchen fire started from an unattended pan, contained by smoke detector and extinguisher.",0
1636.26,HEALTH,242,1,1,Hailstorm on July 5 caused dents on the hood and cracked the windshield.,0
3203.05,HEALTH,1160,1,2,"Kitchen fire started from an unattended pan, contained by smoke detector and extinguisher.",0
528.74,PROPERTY,573,0,1,"Pipe burst in basement; water damage to flooring and stored items, plumber invoice attached.",1
2584.09,HEALTH,1065,0,0,Backyard fence damaged by neighbour's tree falling during high winds on April 3.,0
5386.14,LIFE,303,1,0,"Pipe burst in basement; water damage to flooring and stored items, plumber invoice attached.",0
2941.92,PROPERTY,1368,0,1,"Pipe burst in basement; water damage to flooring and stored items, plumber invoice attached.",0
2077.9,AUTO,426,1,0,Water damage in the kitchen ceiling from a burst pipe in the upstairs bathroom on August 11.,0
1642.73,AUTO,1456,1,0,"Pipe burst in basement; water damage to flooring and stored items, plumber invoice attached.",0
784.58,AUTO,566,1,0,Front-end collision when the other driver ran a red light at Pine Rd; police report filed.,0
1682.44,AUTO,1092,1,1,Tree branch fell during the storm on April 3 and dented the roof above the garage.,0
6372.24,HEALTH,753,1,0,Tree branch fell during the storm on March 12 and dented the roof above the garage.,0
1605.15,AUTO,115,1,1,Hailstorm on April 3 caused dents on the hood and cracked the windshield.,0
742.63,AUTO,148,1,0,Rear-end collision at the intersection of 5th Ave and Birch St; minor whiplash and bumper damage.,0
1105.17,AUTO,608,0,0,"Burglary while on vacation; entry through the back window, electronics and jewellery taken, police report #PR-31806.",0
2210.23,HEALTH,290,1,2,"Deer collision on the highway near exit 139; airbag deployed, vehicle towed.",0
1244.5,HEALTH,913,1,1,Backyard fence damaged by neighbour's tree falling during high winds on May 18.,0
2937.47,LIFE,207,1,1,Hailstorm on August 11 caused dents on the hood and cracked the windshield.,0
3049.84,AUTO,885,0,1,"Slipped on icy steps at the front entrance; sprained ankle, ER visit at Mercy General.",0
